Name,Alias,Nuttin
86000221, Launch fund investments- Available for sale at fair value ,
86000222, Shares and equity type investments- Available for sale at fair value ,
86000223, Deposits- Available for sale at fair value ,
86000224, Loans- Available for sale at fair value ,
86000225, Loans to overseas bodies- Available for sale at fair value ,
86000227, Monetary gold- Available for sale at fair value ,
86000228, Derivatives- Available for sale at fair value ,
86000229, Other- Available for sale at fair value ,
86000231, Launch fund investments- Available for sale at fair value ,
86000232, Shares and equity type investments- Available for sale at fair value ,
86000233, Deposits- Available for sale at fair value ,
86000234, Loans- Available for sale at fair value ,
86000235, Loans to overseas bodies- Available for sale at fair value ,
86000238, Derivatives- Available for sale at fair value ,
86000239, Other- Available for sale at fair value ,
86000242, Shares and equity type investments- Held for trading at fair value ,
86000244, Loans- Held for trading at fair value ,
86000245, Loans to overseas bodies- Held for trading at fair value ,
86000248, Derivatives- Held for trading at fair value ,
86000249, Other- Held for trading at fair value ,
86000251, Equity Investments - Unquoted equity at cost (LG only) ,x
86000252, Other - Unquoted equity at cost (LG only) ,x
86000300,Provision for irrecoverable debts,
86000301,Opening balance,
86000302,Increase in provision during the year,
86000303,Provision utilised (trade and other receivables written off),
86000304,Provision written back during the year (no longer required),
86000305,Bad debts recovered during the year,
86000400,Provisions - future cash flows,
86000401,Provisions-Untaken staff leave-Due within one year,
86000402,Provisions-Untaken staff leave-Due between 1 and 5 years,
86000403,Provisions-Untaken staff leave-Due between 5 and 10 years,
86000404,Provisions-Early Departure-Due within one year,
86000405,Provisions-Early Departure-Due between 1 and 5 years,
86000406,Provisions-Early Departure-Due between 5 and 10 years,
86000407,Provisions-Early Departure-Due between 10 and 50 years,
86000408,Provisions-Early Departure-Due between 50 and 75 years,
86000409,Provisions-Early Departure-Due thereafter,
86000410,Provisions-Environmental Damage-Due within one year,
86000411,Provisions-Environmental Damage-Due between 1 and 5 years,
86000412,Provisions-Environmental Damage-Due between 5 and 10 years,
86000413,Provisions-Environmental Damage-Due between 10 and 50 years,
86000414,Provisions-Environmental Damage-Due between 50 and 75 years,
86000415,Provisions-Environmental Damage-Due thereafter,
86000416,Provisions-Nuclear Decommissioning-Due within one year,
86000417,Provisions-Nuclear Decommissioning-Due between 1 and 5 years,
86000418,Provisions-Nuclear Decommissioning-Due between 5 and 10 years,
86000419,Provisions-Nuclear Decommissioning-Due between 10 and 50 years,
86000420,Provisions-Nuclear Decommissioning-Due between 50 and 75 years,
86000421,Provisions-Nuclear Decommissioning-Due thereafter,
86000422,Provisions-Clinical Negligence-Due within one year,
86000423,Provisions-Clinical Negligence-Due between 1 and 5 years,
86000424,Provisions-Clinical Negligence-Due between 5 and 10 years,
86000425,Provisions-Clinical Negligence-Due between 10 and 50 years,
86000426,Provisions-Clinical Negligence-Due between 50 and 75 years,
86000427,Provisions-Clinical Negligence-Due thereafter,
86000428,Provisions-Deferred Corporation Tax-Due within one year,
86000429,Provisions-Coal Health-Due within one year,
86000430,Provisions-Coal Health-Due between 1 and 5 years,
86000431,Provisions-Coal Health-Due between 5 and 10 years,
86000432,Provisions-Coal Health-Due between 10 and 50 years,
86000433,Provisions-Coal Health-Due between 50 and 75 years,
86000434,Provisions-Coal Health-Due thereafter,
86000435,Provisions-Unbilled Legal Fees-Due within one year,
86000436,Provisions-Unbilled Legal Fees-Due between 1 and 5 years,
86000437,Provisions-Unbilled Legal Fees-Due between 5 and 10 years,
86000438,Provisions-Unbilled Legal Fees-Due between 10 and 50 years,
86000439,Provisions-Unbilled Legal Fees-Due between 50 and 75 years,
86000440,Provisions-Unbilled Legal Fees-Due thereafter,
86000441,"Provisions-Bad Debts 
on Loans-Due within one year",
86000442,"Provisions-Bad Debts 
on Loans-Due between 1 and 5 years",
86000443,"Provisions-Bad Debts 
on Loans-Due between 5 and 10 years",
86000444,"Provisions-Bad Debts 
on Loans-Due between 10 and 50 years",
86000445,"Provisions-Bad Debts 
on Loans-Due between 50 and 75 years",
86000446,"Provisions-Bad Debts 
on Loans-Due thereafter",
86000447,Provisions-Legal Claims-Due within one year,
86000448,Provisions-Legal Claims-Due between 1 and 5 years,
86000449,Provisions-Legal Claims-Due between 5 and 10 years,
86000450,Provisions-Legal Claims-Due between 10 and 50 years,
86000451,Provisions-Legal Claims-Due between 50 and 75 years,
86000452,Provisions-Legal Claims-Due thereafter,
86000453,Provisions-Other-Due within one year,
86000454,Provisions-Other-Due between 1 and 5 years,
86000455,Provisions-Other-Due between 5 and 10 years,
86000456,Provisions-Other-Due between 10 and 50 years,
86000457,Provisions-Other-Due between 50 and 75 years,
86000458,Provisions-Other-Due thereafter,
86000459,Provisions-Emissions liabiliy-Due within one year,
86000460,Provisions-Emissions liabiliy-Due between 1 and 5 years,
86000500,Other current financial liabilities - valuation basis (with entities outside WGA boundary),x
86000501, Payables at amortised cost ,x
86000502, PFI & finance lease obligations at amortised cost ,x
86000503, Financial guarantees at amortised cost ,x
86000504, Derivatives at amortised cost ,x
86000505, Other current financial liabilities at amortised cost ,x
86000506, Financial guarantees at fair value through OCS (designated) ,x
86000507, Derivatives at fair value through OCS (designated) ,x
86000508, Other current financial liabilities at fair value through OCS (designated) ,x
86000509, Financial guarantees held at fair value for trading ,x
86000510, Derivatives at held fair value for trading ,x
86000511, Other current financial liabilities held at fair value for trading ,x
86000600,Other non-current financial liabilities - valuation basis (with entities outside WGA boundary),x
86000601, Payables at amortised cost ,x
86000602, PFI & finance lease obligations at amortised cost ,x
86000603, Financial guarantees at amortised cost ,x
86000604, Derivatives at amortised cost ,x
86000605, Other current financial liabilities at amortised cost ,x
86000606, Financial guarantees at fair value through OCS (designated) ,x
86000607, Derivatives at fair value through OCS (designated) ,x
86000608, Other current financial liabilities at fair value through OCS (designated) ,x
86000609, Financial guarantees held at fair value for trading ,x
86000610, Derivatives at held fair value for trading ,x
86000611, Other current financial liabilities held at fair value for trading ,x
86000700,Fair value diff to carrying amt - Fin Instrumt disclosure,x
86000701,Fair value of financial asset loans & receivables carried at amortised cost,x
86000702,Fair value of financial assets held to maturity carried at amortised cost,x
86000703,Fair value of financial liabs carried at amortised cost,x
86001000,Financial instrument risk disclosures,x
86001100,Credit risk - credit exposure by credit rating,x
86001111,AAA rating - Cash and liquid deposits,x
86001112,AAA rating - Loans and receivables carried at amortised cost,x
86001113,AAA rating - Held to maturity investments at amortised cost,x
86001114,AAA rating - Available-for-sale financial assets carried at fair value,x
86001115,AAA rating - Financial assets carried at fair value through OCS (designated),x
86001116,AAA rating - Held for trading financial assets carried at fair value through OCS ,x
86001117,AAA rating - Unquoted equity investments carried at cost (LG only),x
86001121,AA rating - Cash and liquid deposits,x
86001122,AA rating - Loans and receivables carried at amortised cost,x
86001123,AA rating - Held to maturity investments at amortised cost,x
86001124,AA rating - Available-for-sale financial assets carried at fair value,x
86001125,AA rating - Financial assets carried at fair value through OCS (designated),x
86001126,AA rating - Held for trading financial assets carried at fair value through OCS ,x
86001127,AA rating - Unquoted equity investments carried at cost (LG only),x
86001131,A rating - Cash and liquid deposits,x
86001132,A rating - Loans and receivables carried at amortised cost,x
86001133,A rating - Held to maturity investments at amortised cost,x
86001134,A rating - Available-for-sale financial assets carried at fair value,x
86001135,A rating - Financial assets carried at fair value through OCS (designated),x
86001136,A rating - Held for trading financial assets carried at fair value through OCS ,x
86001137,A rating - Unquoted equity investments carried at cost (LG only),x
86001141,Rated not strong - Cash and liquid deposits,x
86001142,Rated not strong - Loans and receivables carried at amortised cost,x
86001143,Rated not strong - Held to maturity investments at amortised cost,x
86001144,Rated not strong - Available-for-sale financial assets carried at fair value,x
86001145,Rated not strong - Financial assets carried at fair value through OCS (designated),x
86001146,Rated not strong - Held for trading financial assets carried at fair value through OCS ,x
86001147,Rated not strong - Unquoted equity investments carried at cost (LG only),x
86001151,Not rated - Cash and liquid deposits,x
86001152,Not rated - Loans and receivables carried at amortised cost,x
86001153,Not rated - Held to maturity investments at amortised cost,x
86001154,Not rated - Available-for-sale financial assets carried at fair value,x
86001155,Not rated - Financial assets carried at fair value through OCS (designated),x
86001156,Not rated - Held for trading financial assets carried at fair value through OCS ,x
86001157,Not rated - Unquoted equity investments carried at cost (LG only),x
86001200,Credit risk - credit exposure by geographic area,x
86001211,UK - Cash and liquid deposits,x
86001212,UK - Loans and receivables carried at amortised cost,x
86001213,UK - Held to maturity investments at amortised cost,x
86001214,UK - Available-for-sale financial assets carried at fair value,x
86001215,UK - Financial assets carried at fair value through OCS (designated),x
86001216,UK - Held for trading financial assets carried at fair value through OCS ,x
86001217,UK - Unquoted equity investments carried at cost (LG only),x
86001221,EEA - Cash and liquid deposits,x
86001222,EEA - Loans and receivables carried at amortised cost,x
86001223,EEA - Held to maturity investments at amortised cost,x
86001224,EEA - Available-for-sale financial assets carried at fair value,x
86001225,EEA - Financial assets carried at fair value through OCS (designated),x
86001226,EEA - Held for trading financial assets carried at fair value through OCS ,x
86001227,EEA - Unquoted equity investments carried at cost (LG only),x
86001231,Africa - Cash and liquid deposits,x
86001232,Africa - Loans and receivables carried at amortised cost,x
86001233,Africa - Held to maturity investments at amortised cost,x
86001234,Africa - Available-for-sale financial assets carried at fair value,x
